tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Engineering,1350,Duke University,Po-Chun,,Hsu,2570749,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Yuhao,,Hu,2037820,9,good,TEACHER,PROFESSOR,4.8
Mathematics,1350,Duke University,Lizzy,,Huang,2161136,0,zero,TEACHER,PROFESSOR,N/A
Nursing,1350,Duke University,Lori,,Hubbard,1459369,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Emily,,Huber,1269536,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Melissa,,Huber,2169340,5,good,TEACHER,PROFESSOR,4.4
Global Health,1350,Duke University,Megan,,Huchko,2375342,3,good,TEACHER,PROFESSOR,4.3
Engineering,1350,Duke University,Tomasz,,Hueckel,1663545,3,poor,TEACHER,PROFESSOR,1.8
Psychology,1350,Duke University,Scott,,Huettel,1824906,6,good,TEACHER,PROFESSOR,4.3
Engineering,1350,Duke University,Lisa,,Huettel,241807,30,good,TEACHER,PROFESSOR,4.8
Religion,1350,Duke University,Reinhard,,Huetter,2007196,2,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Linsey,Lebowitz,Hughes,2281207,1,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,Amanda,,Hughett,1998787,1,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,Gary,,Hull,276534,35,average,TEACHER,PROFESSOR,2.8
History,1350,Duke University,Margaret,,Humphreys,984443,10,good,TEACHER,PROFESSOR,4.3
Fine Arts,1350,Duke University,Frank,,Hunter,521959,5,good,TEACHER,PROFESSOR,3.8
History,1350,Duke University,Reeve,,Huston,499213,22,good,TEACHER,PROFESSOR,3.8
Biology,1350,Duke University,James,,Hwang,2335737,1,good,TEACHER,PROFESSOR,5.0
Documentary Studies,1350,Duke University,Katherine,,Hyde,1871567,8,good,TEACHER,PROFESSOR,4.7
Spanish,1350,Duke University,Rosa,,Ibanez,1956011,7,average,TEACHER,PROFESSOR,3.1
Languages,1350,Duke University,Laurel,,Iber,2322795,3,good,TEACHER,PROFESSOR,4.7
Law,1350,Duke University,Rima,,Idzelis,1517006,3,good,TEACHER,PROFESSOR,3.7
Economics,1350,Duke University,Cosmin,,Ilut,2559113,2,good,TEACHER,PROFESSOR,4.0
History,1350,Duke University,Stephen,,Inrig,842016,3,good,TEACHER,PROFESSOR,5.0
Political Science,1350,Duke University,Logan,M,Isaac,2211280,1,average,TEACHER,PROFESSOR,3.0
Statistics,1350,Duke University,Edwin,,Iversen,2087427,1,good,TEACHER,PROFESSOR,3.5
Mathematics,1350,Duke University,Mark,,Iwen,1485489,3,good,TEACHER,PROFESSOR,3.5
Engineering,1350,Duke University,Joseph,,Izatt,585806,11,good,TEACHER,PROFESSOR,3.9
Mathematics,1350,Duke University,Aaron,,Jackson,1602508,1,good,TEACHER,PROFESSOR,5.0
Anthropology,1350,Duke University,Kristina,,Jacobsen,1603741,1,average,TEACHER,PROFESSOR,2.5
Sociology,1350,Duke University,David,Brian,Jacobson,1798510,0,zero,TEACHER,PROFESSOR,N/A
Religious Studies,1350,Duke University,Richard,,Jaffe,651464,11,good,TEACHER,PROFESSOR,4.1
Music,1350,Duke University,Stephen,,Jaffe,1439349,2,good,TEACHER,PROFESSOR,3.5
English,1350,Duke University,Patrick,,Jagoda,1260328,1,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,Sonali,,Jain,1637820,2,poor,TEACHER,PROFESSOR,1.3
Public Policy,1350,Duke University,Sherman A.,,James,833068,4,good,TEACHER,PROFESSOR,4.9
Documentary Studies,1350,Duke University,Dante,,James,1531347,0,zero,TEACHER,PROFESSOR,N/A
Literature,1350,Duke University,Fredric,,Jameson,152801,8,good,TEACHER,PROFESSOR,3.8
Classics,1350,Duke University,Micaela,,Janan,185673,21,poor,TEACHER,PROFESSOR,2.3
Philosophy,1350,Duke University,Andrew,,Janiak,381183,15,good,TEACHER,PROFESSOR,4.3
Political Science,1350,Duke University,Ashley ,,Jardina ,2052467,10,good,TEACHER,PROFESSOR,4.6
Neuroscience,1350,Duke University,Erich,D,Jarvis,2159059,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Aftab,,Jassal,1946417,3,good,TEACHER,PROFESSOR,4.2
International Studies,1350,Duke University,Abdul Sattar,,Jawad,1494069,5,good,TEACHER,PROFESSOR,4.0
Philosophy,1350,Duke University,Justin,,Jeffrey,1025369,4,good,TEACHER,PROFESSOR,3.9
Writing,1350,Duke University,Stephanie,,Jeffries,1092366,13,poor,TEACHER,PROFESSOR,2.5
Religion,1350,Duke University,Willie,,Jennings,1002298,0,zero,TEACHER,PROFESSOR,N/A
Management,1350,Duke University,Otis,,Jennings,1675217,1,poor,TEACHER,PROFESSOR,2.0
Languages,1350,Duke University,Deborah,,Jenson,1506331,2,average,TEACHER,PROFESSOR,3.2
Education,1350,Duke University,Barbara,,Jentleson,394272,8,good,TEACHER,PROFESSOR,4.3
Public Policy,1350,Duke University,Bruce W.,,Jentleson,971497,10,good,TEACHER,PROFESSOR,3.6
Public Policy,1350,Duke University,Marc,,Jeuland,1635400,5,average,TEACHER,PROFESSOR,2.8
Education,1350,Duke University,Amy,,Jiang,2364730,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1350,Duke University,Yue,,Jiang,2571704,0,zero,TEACHER,PROFESSOR,N/A
Classics,1350,Duke University,Alicia,,Jimenez,2209439,2,good,TEACHER,PROFESSOR,4.0
Physical Ed,1350,Duke University,Lisa,,Jindra,786436,5,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Amy,,Joh,1456681,5,average,TEACHER,PROFESSOR,3.0
History,1350,Duke University,Martin,,John,2417737,1,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,Sheridan,,Johns,1278476,1,average,TEACHER,PROFESSOR,2.5
Biology,1350,Duke University,Sonke,,Johnsen,744032,14,average,TEACHER,PROFESSOR,3.2
Nursing,1350,Duke University,Constance,,Johnson,892266,0,zero,TEACHER,PROFESSOR,N/A
Journalism,1350,Duke University,Clay,,Johnson,1433743,4,good,TEACHER,PROFESSOR,3.9
Public Policy,1350,Duke University,Tana,,Johnson,1719000,5,good,TEACHER,PROFESSOR,4.1
Energy Systems,1350,Duke University,Tim,,Johnson,2057437,3,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,William,,Johnson,2066093,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1350,Duke University,Matthew,,Johnson,2482472,2,good,TEACHER,PROFESSOR,3.5
Not Specified,1350,Duke University,Chris,,Johnston,1769996,6,good,TEACHER,PROFESSOR,4.7
History,1350,Duke University,Paul,,Johstono,1405161,5,good,TEACHER,PROFESSOR,4.8
Engineering,1350,Duke University,William,,Joines,355420,8,good,TEACHER,PROFESSOR,4.3
Sociology,1350,Duke University,Evan,,Jones,743256,8,average,TEACHER,PROFESSOR,2.8
English,1350,Duke University,Buford,,Jones,906767,7,average,TEACHER,PROFESSOR,2.8
Writing,1350,Duke University,Vincent,,Joos,2043526,4,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,Badal,,Joshi,1381514,11,good,TEACHER,PROFESSOR,3.8
Literature,1350,Duke University,Melody,,Jue,1674029,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Matthew,,Junge,2253929,3,good,TEACHER,PROFESSOR,4.3
Engineering,1350,Duke University,Zbigniew,,Kabala,1694648,6,poor,TEACHER,PROFESSOR,2.2
Art History,1350,Duke University,Pamela,,Kachurin,1300948,10,good,TEACHER,PROFESSOR,3.7
Nursing,1350,Duke University,Mahmoud,,Kaddoura,2032722,14,good,TEACHER,PROFESSOR,4.9
Philosophy,1350,Duke University,Mohsen,,Kadivar,2013031,2,good,TEACHER,PROFESSOR,4.2
Religion,1350,Duke University,Mohsen,,Kadivar,1372202,6,average,TEACHER,PROFESSOR,3.4
Languages,1350,Duke University,Corinna,,Kahnke,1868654,2,good,TEACHER,PROFESSOR,4.8
Languages,1350,Duke University,Alexis,,Kaiser,1999499,0,zero,TEACHER,PROFESSOR,N/A
History,1350,Duke University,Vasant,,Kaiwar,368286,25,good,TEACHER,PROFESSOR,4.3
Writing,1350,Duke University,Nathan,,Kalman-Lamb,2254864,4,good,TEACHER,PROFESSOR,4.8
Documentary Studies,1350,Duke University,Nancy,,Kalow,2153140,3,good,TEACHER,PROFESSOR,4.7
Business,1350,Duke University,Wagner,,Kamakura,1697067,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Danielle,,Kane,1374980,1,good,TEACHER,PROFESSOR,3.5
Philosophy,1350,Duke University,Whitney,,Kane,1835977,5,good,TEACHER,PROFESSOR,5.0
Religion,1350,Duke University,Uri,,Kaplan,2010360,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Claudia Pompei,,Karagoz,446726,9,good,TEACHER,PROFESSOR,4.0
Spanish,1350,Duke University,Harry,,Karahalios,1514681,21,good,TEACHER,PROFESSOR,4.5
Writing,1350,Duke University,Anastasia,,Karklina,2528475,1,good,TEACHER,PROFESSOR,5.0
Environmental Science,1350,Duke University,Prasad,,Kasibhalta,584577,18,good,TEACHER,PROFESSOR,4.3
Chemistry,1350,Duke University,Amanda,,Kasper,1752275,3,good,TEACHER,PROFESSOR,4.0
Ecology & Evolutionary Biology,1350,Duke University,Grogan,,Kathleen,1845938,1,good,TEACHER,PROFESSOR,5.0
Journalism,1350,Duke University,Jonathan,M.,Katz,2355190,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1350,Duke University,Suzanne,,Katzenstein,1956787,19,good,TEACHER,PROFESSOR,4.3
Anthropology,1350,Duke University,Mara,,Kaufman,1377661,20,good,TEACHER,PROFESSOR,4.3
Physical Education,1350,Duke University,Steve,,Kaufmann,2421793,1,good,TEACHER,PROFESSOR,5.0
Film,1350,Duke University,Shambhavi,,Kaul,1533436,11,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,Steffen,,Kaupp,2035299,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Aaron,,Kay,1561955,6,good,TEACHER,PROFESSOR,5.0
Nursing,1350,Duke University,Vicky,,Keathley,1459370,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1350,Duke University,Aaron,,Keck,1402896,3,good,TEACHER,PROFESSOR,4.3
Computer Science,1350,Duke University,Gershon,,Kedem,287559,4,poor,TEACHER,PROFESSOR,2.2
Psychology,1350,Duke University,Francis,,Keefe,1066026,4,poor,TEACHER,PROFESSOR,2.2
Literature,1350,Duke University,Bart,,Keeton,321190,7,good,TEACHER,PROFESSOR,4.9
Languages,1350,Duke University,Paol,,Keineg,745221,5,good,TEACHER,PROFESSOR,4.8
Sociology,1350,Duke University,Lisa,,Keister,970165,23,good,TEACHER,PROFESSOR,5.0
Music,1350,Duke University,Anthony,,Kelley,531095,17,good,TEACHER,PROFESSOR,4.7
Public Policy,1350,Duke University,Judith,,Kelley,976518,14,good,TEACHER,PROFESSOR,4.1
Writing,1350,Duke University,Tara,,Kelly,1450025,18,average,TEACHER,PROFESSOR,3.2
Canadian Studies,1350,Duke University,Stephen,,Kelly,1595213,5,good,TEACHER,PROFESSOR,4.9
English,1350,Duke University,Christopher,,Kennedy,1082732,2,poor,TEACHER,PROFESSOR,1.8
Philosophy,1350,Duke University,Bre,,Kerchner,1510402,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1350,Duke University,Farrell,,Kersey,2188782,4,poor,TEACHER,PROFESSOR,1.8
Languages,1350,Duke University,Norman,,Keul,1426429,3,good,TEACHER,PROFESSOR,4.5
Languages,1350,Duke University,Boutheina,,Khaldi,745772,6,average,TEACHER,PROFESSOR,3.1
Theology,1350,Duke University,Keval Khaur,,Khalsa,380009,20,average,TEACHER,PROFESSOR,2.8
English,1350,Duke University,Ranjana,,Khanna,535822,2,poor,TEACHER,PROFESSOR,2.0
Languages,1350,Duke University,Satendra (Satti),,Khanna,236910,27,good,TEACHER,PROFESSOR,3.9
Engineering,1350,Duke University,Firas,,Khasawneh,1575557,14,poor,TEACHER,PROFESSOR,2.4
Economics,1350,Duke University,Ozgur,,Kibris,1671459,4,good,TEACHER,PROFESSOR,5.0
History,1350,Duke University,Gray,F.,Kidd,2459769,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,Daniel,,Kiehart,1558800,10,average,TEACHER,PROFESSOR,3.1
Languages,1350,Duke University,Robert,,Kilpatrick,782311,10,good,TEACHER,PROFESSOR,4.1
Languages,1350,Duke University,Hae-Young,,Kim,533279,5,good,TEACHER,PROFESSOR,4.1
Languages,1350,Duke University,Eunyoung,,Kim,1553851,13,good,TEACHER,PROFESSOR,4.9
Economics,1350,Duke University,Grace,,Kim,1873520,5,average,TEACHER,PROFESSOR,3.1
Religion,1350,Duke University,Hwansoo,,Kim,2210086,4,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,1350,Duke University,Jungsang,,Kim,2404739,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Ruby,,Kim,2565548,0,zero,TEACHER,PROFESSOR,N/A
Middle Eastern Studies,1350,Duke University,Hye-Won (Erin),,Kim,2512610,1,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,Katherine,,King,1725679,1,poor,TEACHER,PROFESSOR,1.5
Philosophy,1350,Duke University,Ewan,,Kingston,2452314,1,good,TEACHER,PROFESSOR,5.0
Art  Art History,1350,Duke University,Anna,,Kipervaser,2072139,7,good,TEACHER,PROFESSOR,4.3
Science,1350,Duke University,William,,Kirby-Smith,1149242,1,good,TEACHER,PROFESSOR,3.5
Anthropology,1350,Duke University,Robin,,Kirk,1072255,7,good,TEACHER,PROFESSOR,3.7
Political Science,1350,Duke University,Alexander,S,Kirshner,1850679,9,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,Herbert,,Kitschelt,1114470,5,good,TEACHER,PROFESSOR,4.0
Writing,1350,Duke University,Fredrick,,Klaits,861416,8,good,TEACHER,PROFESSOR,3.9
English,1350,Duke University,Alison,,Klein,2390204,5,good,TEACHER,PROFESSOR,4.8
Theater,1350,Duke University,Talya,,Klein,2322642,5,good,TEACHER,PROFESSOR,5.0
Geology,1350,Duke University,Emily,,Klein,742395,46,good,TEACHER,PROFESSOR,4.5
Electrical Engineering,1350,Duke University,Paul,,Klenk,1110653,0,zero,TEACHER,PROFESSOR,N/A
English,1350,Duke University,Bill,,Knight,850811,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Josiah,,Knight,2287561,1,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,Jack,,Knight,2241705,1,good,TEACHER,PROFESSOR,5.0
Nursing,1350,Duke University,Robin,,Knobel,1483091,2,average,TEACHER,PROFESSOR,2.8
Latin American Studies,1350,Duke University,Travis,,Knoll,2560725,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,James,,Knowles,1347394,1,poor,TEACHER,PROFESSOR,2.0
Electrical Engineering,1350,Duke University,Mary,,Knox,1888812,9,good,TEACHER,PROFESSOR,3.8
Religion,1350,Duke University,Jenny,,Knust,2481723,1,good,TEACHER,PROFESSOR,4.0
Biology,1350,Duke University,Katia,,Koelle,1902595,5,poor,TEACHER,PROFESSOR,1.1
Mathematics,1350,Duke University,Tiffany,,Kolba,1531566,3,good,TEACHER,PROFESSOR,4.2
Physics,1350,Duke University,John,,Kolena,533946,9,average,TEACHER,PROFESSOR,3.3
Public Policy,1350,Duke University,Sarah,,Komisarow,2289212,29,poor,TEACHER,PROFESSOR,2.1
Economics,1350,Duke University,John,,Komlos,1661029,9,good,TEACHER,PROFESSOR,4.6
Computer Science,1350,Duke University,George,,Konidaris,2001780,6,good,TEACHER,PROFESSOR,4.8
History,1350,Duke University,Claudia,,Koonz,68964,25,average,TEACHER,PROFESSOR,3.1
Mathematics,1350,Duke University,Kevin,,Kordek,1961017,1,poor,TEACHER,PROFESSOR,2.0
History,1350,Duke University,Bob,,Korstad,499274,15,good,TEACHER,PROFESSOR,3.7
Religion,1350,Duke University,Wesley,,Kort,529804,6,good,TEACHER,PROFESSOR,3.7
Psychology,1350,Duke University,Dana,,Kotter-Gruehn,1853457,5,good,TEACHER,PROFESSOR,3.5
Physics,1350,Duke University,Ashutosh,,Kotwal,1174150,14,good,TEACHER,PROFESSOR,3.6
Languages,1350,Duke University,Hajnalka,,Kovacs,2084668,1,poor,TEACHER,PROFESSOR,2.0
Not Specified,1350,Duke University,Janos,,Kovacsi,1633558,2,good,TEACHER,PROFESSOR,4.8
Mathematics,1350,Duke University,David,,Kraines,844447,15,average,TEACHER,PROFESSOR,3.2
Music,1350,Duke University,Jonathan,,Kramer,1283184,6,good,TEACHER,PROFESSOR,4.0
Economics,1350,Duke University,Rachel ,,Kranton,1995370,10,poor,TEACHER,PROFESSOR,2.2
Engineering,1350,Duke University,Wanda,,Krassowska,693264,5,good,TEACHER,PROFESSOR,4.9
Writing,1350,Duke University,Chana,,Kraus-Friedberg,1178451,7,average,TEACHER,PROFESSOR,2.9
Biology,1350,Duke University,Victoria,,Krebs,2141199,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1350,Duke University,Anirudh,,Krishna,1079356,11,good,TEACHER,PROFESSOR,4.8
Economics,1350,Duke University,Vijay,,Krishna,1866869,4,poor,TEACHER,PROFESSOR,1.1
Public Policy,1350,Duke University,Corinne,,Krupp,1722351,10,good,TEACHER,PROFESSOR,4.0
Physics,1350,Duke University,Mark,C,Kruse,1755801,6,good,TEACHER,PROFESSOR,3.9
History,1350,Duke University,Anna,,Krylova,475307,9,average,TEACHER,PROFESSOR,3.2
Physical Education,1350,Duke University,Mike,,Krzyzewski,1259159,4,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,Ryanson,,Ku,2527942,1,good,TEACHER,PROFESSOR,5.0
Marketing,1350,Duke University,Ezra,,Kucharz,2504539,0,zero,TEACHER,PROFESSOR,N/A
Pharmacology,1350,Duke University,Cynthia,,Kuhn,1190621,5,good,TEACHER,PROFESSOR,4.6
Religion,1350,Duke University,Erin,,Kuhns,1093672,2,good,TEACHER,PROFESSOR,4.5
History,1350,Duke University,Bruce,,Kuniholm,528959,6,good,TEACHER,PROFESSOR,3.8
Economics,1350,Duke University,Timur,,Kuran,1113770,8,good,TEACHER,PROFESSOR,4.3
Languages,1350,Duke University,Naoko,,Kurokawa,587796,14,good,TEACHER,PROFESSOR,4.8
Medicine,1350,Duke University,Madan,,Kwatra,2005866,18,average,TEACHER,PROFESSOR,3.3
International Studies,1350,Duke University,Nayoung Aimee,,Kwon,1376815,6,average,TEACHER,PROFESSOR,3.3
Psychology,1350,Duke University,Kevin,,Labar,590141,12,average,TEACHER,PROFESSOR,2.7
Public Policy,1350,Duke University,Helen,,Ladd,1345873,4,good,TEACHER,PROFESSOR,4.8
Film,1350,Duke University,Emily,,Ladue,1533437,5,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Dan,,Lafave,1297796,4,good,TEACHER,PROFESSOR,4.9
English,1350,Duke University,Madhumita,,Lahiri,1126502,2,average,TEACHER,PROFESSOR,3.2
Music,1350,Duke University,H. Wayne,,Lail,2142983,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,George,,Lam,1058912,5,good,TEACHER,PROFESSOR,3.7
Nursing,1350,Duke University,Camille,,Lambe,1701199,1,good,TEACHER,PROFESSOR,5.0
Women's Studies,1350,Duke University,Kimberly,,Lamm,2079185,6,good,TEACHER,PROFESSOR,4.2
Sociology,1350,Duke University,Kenneth,,Land,1198859,4,good,TEACHER,PROFESSOR,3.5
Languages,1350,Duke University,Patrick,,Lang,2241784,1,good,TEACHER,PROFESSOR,5.0
Art & Art History,1350,Duke University,Jeremy,M.,Lange,2536241,1,poor,TEACHER,PROFESSOR,1.0
History,1350,Duke University,Michelle,,Lanier,1848693,2,average,TEACHER,PROFESSOR,2.8
Art History,1350,Duke University,Kristin,,Lanzoni,988619,7,good,TEACHER,PROFESSOR,4.3
Business,1350,Duke University,Richard,P.,Larrick,2332736,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1350,Duke University,Gary,,Larson,2361058,2,good,TEACHER,PROFESSOR,5.0
Fine Arts,1350,Duke University,Pedro,,Lasch,906555,7,average,TEACHER,PROFESSOR,2.8
Documentary Studies,1350,Duke University,Barbara,,Lau,1964643,1,average,TEACHER,PROFESSOR,3.0
Geology,1350,Duke University,Nancy,,Lauer,1996537,2,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Erin,,Laureano,1217322,1,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,David,,Lawlor,1869418,0,zero,TEACHER,PROFESSOR,N/A
Religion,1350,Duke University,Bruce,,Lawrence,735743,13,poor,TEACHER,PROFESSOR,2.2
Physics,1350,Duke University,Dewey,,Lawson,1522830,5,good,TEACHER,PROFESSOR,4.4
Mathematics,1350,Duke University,Anita,,Layton,1860702,15,good,TEACHER,PROFESSOR,3.5
Engineering,1350,Duke University,Anne,,Lazarides,334260,9,poor,TEACHER,PROFESSOR,2.3
Languages,1350,Duke University,Suzanne,,Le Men,2280531,1,poor,TEACHER,PROFESSOR,2.0
Economics,1350,Duke University,Lori,,Leachman,157298,139,average,TEACHER,PROFESSOR,3.4
Biology,1350,Duke University,Manuel,,Leal,1047911,3,average,TEACHER,PROFESSOR,3.3
Psychology,1350,Duke University,Mark,,Leary,1043625,19,good,TEACHER,PROFESSOR,4.6
Music,1350,Duke University,Paul,,Leary,1513660,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1350,Duke University,Alvin,,Lebeck,986220,12,average,TEACHER,PROFESSOR,3.3
Public Policy,1350,Duke University,Joeseph,,Leboeuf,1500695,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1350,Duke University,Justin,,Ledogar,2451972,4,good,TEACHER,PROFESSOR,4.5
Languages,1350,Duke University,Kun Shan,,Lee,476498,11,good,TEACHER,PROFESSOR,4.2
Religion,1350,Duke University,Greg,,Lee,1334452,1,good,TEACHER,PROFESSOR,4.0
History,1350,Duke University,Rhonda,,Lee,1520141,1,good,TEACHER,PROFESSOR,5.0
Music,1350,Duke University,Jung-Min,,Lee,1815580,1,good,TEACHER,PROFESSOR,5.0
Theater,1350,Duke University,Esther,Kim,Lee,2451511,2,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Min Ju,,Lee,2538131,5,good,TEACHER,PROFESSOR,4.2
Electrical Engineering,1350,Duke University,Benjamin,,Lee,1860575,32,average,TEACHER,PROFESSOR,3.4
Political Science,1350,Duke University,Yoonkyung,,Lee,586147,5,good,TEACHER,PROFESSOR,4.2
Global Health,1350,Duke University,Sara,,Legrand,2005785,8,good,TEACHER,PROFESSOR,4.3
Art History,1350,Duke University,Patricia,,Leighten,1657095,3,good,TEACHER,PROFESSOR,3.8
Writing,1350,Duke University,Seth,,Lejacq,2316770,2,good,TEACHER,PROFESSOR,4.0
Law,1350,Duke University,Margaret,,Lemos,2501599,0,zero,TEACHER,PROFESSOR,N/A
Literature,1350,Duke University,Frank,,Lentricchia,585585,3,good,TEACHER,PROFESSOR,4.3
History,1350,Duke University,Adriane,,Lentz-Smith,1270173,8,good,TEACHER,PROFESSOR,3.8
Mathematics,1350,Duke University,Spencer,,Leslie,2422753,3,poor,TEACHER,PROFESSOR,2.0
Art History,1350,Duke University,Fiene,,Leunissen,2365834,3,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Ronald,,Leven,2446291,4,good,TEACHER,PROFESSOR,4.0
Political Science,1350,Duke University,Bahar,,Leventoglu,1082713,9,average,TEACHER,PROFESSOR,3.4
Mathematics,1350,Duke University,Caitlin,,Leverson,1619657,4,good,TEACHER,PROFESSOR,4.0
Pharmacology,1350,Duke University,Ed,,Levin,1188104,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Adam,,Levine,2327007,4,good,TEACHER,PROFESSOR,4.0
Economics,1350,Duke University,Aino,,Levonmaa,2325558,1,good,TEACHER,PROFESSOR,4.0
Business,1350,Duke University,Arie,Yehuda,Lewin,2166439,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,YE,,LI,1435618,6,good,TEACHER,PROFESSOR,4.1
Mathematics,1350,Duke University,Junchi,,Li,1509515,3,poor,TEACHER,PROFESSOR,1.8
Economics,1350,Duke University,Jia,,Li,1822218,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1350,Duke University,Cheng,,Li,2009927,2,poor,TEACHER,PROFESSOR,2.2
Mathematics,1350,Duke University,Lei,,Li,2073472,2,poor,TEACHER,PROFESSOR,2.2
Geology,1350,Duke University,Laifang,,Li,2545120,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Rosa,,Li,2313175,5,good,TEACHER,PROFESSOR,4.6
Information Science,1350,Duke University,Fan,,Li,1601638,11,poor,TEACHER,PROFESSOR,1.5
Mathematics,1350,Duke University,Chester,,Lian,2088236,7,good,TEACHER,PROFESSOR,4.6
Mathematics,1350,Duke University,Wenjing,,Liao,2086886,2,poor,TEACHER,PROFESSOR,2.0
Religion,1350,Duke University,Laura,,Lieber,1435858,1,good,TEACHER,PROFESSOR,4.5
East Asian Studies,1350,Duke University,Seth,,Ligo,2513228,2,good,TEACHER,PROFESSOR,5.0
Law,1350,Duke University,Phyllis,,Lile-King,2419010,6,good,TEACHER,PROFESSOR,5.0
Art History,1350,Duke University,Dan,,Lilienthal,2566978,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Tau Shean,,Lim,2297382,6,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,Nan,,Lin,743252,5,average,TEACHER,PROFESSOR,3.4
Physics,1350,Duke University,Anna,,Lin,1001013,0,zero,TEACHER,PROFESSOR,N/A
Chinese,1350,Duke University,Ming-Shan,,Lin,2088785,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Chen-Yun,,Lin,2433590,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Chien-Jung,,Lin,1421022,5,average,TEACHER,PROFESSOR,3.2
English,1350,Duke University,Sarah,,Lincoln,929370,0,zero,TEACHER,PROFESSOR,N/A
Writing,1350,Duke University,Mary Caton,,Lingold,1826026,4,good,TEACHER,PROFESSOR,5.0
Music,1350,Duke University,Beth,,Linnartz,793659,5,good,TEACHER,PROFESSOR,5.0
Education,1350,Duke University,Lisa,,Linnenbrink-Garcia,931850,6,average,TEACHER,PROFESSOR,3.2
Nursing,1350,Duke University,Isaac,,Lipkus,1606280,1,good,TEACHER,PROFESSOR,4.5
Mathematics,1350,Duke University,Mike,,Lipnowski,1935800,1,poor,TEACHER,PROFESSOR,1.5
Mathematics,1350,Duke University,Michael ,,Lipnowski,1951486,6,average,TEACHER,PROFESSOR,2.8
Engineering,1350,Duke University,Genevieve,,Lipp,2369513,5,average,TEACHER,PROFESSOR,3.0
Women's Studies,1350,Duke University,Donna,,Lisker,549210,8,good,TEACHER,PROFESSOR,5.0
International Studies,1350,Duke University,Marcy,,Litle,394273,10,average,TEACHER,PROFESSOR,2.7
Writing,1350,Duke University,Karen,E,Little,2257381,1,good,TEACHER,PROFESSOR,5.0
Anthropology,1350,Duke University,Ralph,,Litzinger,363267,24,good,TEACHER,PROFESSOR,3.8
Languages,1350,Duke University,Kang,,Liu,474740,3,good,TEACHER,PROFESSOR,3.5
Mathematics,1350,Duke University,Jianguo,,Liu,2129075,0,zero,TEACHER,PROFESSOR,N/A
Chinese,1350,Duke University,Yan,,Liu,2134112,5,good,TEACHER,PROFESSOR,4.6
